my build
found 151.15s of metadata, from 151 payloads, within /Users/jason/Desktop/GOPR0063.MP4
Now parsing gyro.
MP4 Payload time 0.000 to 1.001 seconds
-0.005, -0.002, -0.013, 
-0.042, -0.003, -0.038, 
-0.030, -0.002, -0.017, 
-0.036, 0.009, 0.025, 
-0.008, 0.025, 0.049, 
0.014, 0.031, 0.046, 
0.035, 0.045, 0.031, 
0.034, 0.031, 0.000, 
0.015, 0.029, -0.027, 
-0.027, 0.030, -0.035, 
-0.052, 0.036, -0.030, 
-0.063, 0.024, -0.018, 
-0.060, 0.027, -0.003, 
-0.017, 0.023, 0.028, 
0.008, 0.019, 0.035, 
0.062, 0.014, 0.034, 
0.074, 0.032, 0.026, 
0.069, 0.016, -0.004, 
0.034, 0.009, -0.021, 
-0.001, 0.009, -0.024, 
-0.034, 0.005, -0.039, 
-0.053, 0.013, -0.047, 
-0.068, 0.030, -0.017, 
-0.063, 0.048, -0.004, 
-0.047, 0.044, 0.022, 
-0.005, 0.051, 0.031, 
0.030, 0.055, 0.022, 
0.028, 0.043, -0.005, 
0.020, 0.036, -0.022, 
-0.013, 0.032, -0.021, 
-0.034, 0.015, -0.007, 
-0.034, 0.001, 0.013, 
-0.019, -0.007, 0.042, 
0.026, -0.003, 0.058, 
0.054, 0.013, 0.050, 
0.080, 0.009, 0.053, 
0.076, 0.022, 0.042, 
0.052, 0.020, 0.008, 
0.013, 0.035, -0.034, 
-0.026, 0.042, -0.052, 
-0.057, 0.042, -0.061, 
-0.076, 0.047, -0.051, 
-0.104, 0.045, -0.018, 
-0.079, 0.033, 0.017, 
-0.040, 0.036, 0.034, 
0.021, 0.028, 0.019, 
0.054, 0.028, 0.021, 
0.080, 0.028, 0.017, 
0.062, 0.015, -0.000, 
0.021, 0.019, -0.006, 
-0.017, 0.035, -0.009, 
-0.040, 0.039, -0.005, 
-0.028, 0.038, 0.022, 
-0.017, 0.036, 0.069, 
0.033, 0.027, 0.084, 
0.072, 0.035, 0.075, 
0.075, 0.023, 0.039, 
0.066, 0.005, -0.018, 
0.012, 0.009, -0.062, 
-0.022, 0.028, -0.068, 
-0.063, 0.030, -0.071, 
-0.101, 0.037, -0.072, 
-0.142, 0.032, -0.043, 
-0.119, 0.020, 0.031, 
-0.060, -0.001, 0.090, 
-0.004, 0.015, 0.091, 
0.065, 0.031, 0.068, 
0.145, 0.031, 0.093, 
0.116, 0.021, 0.040, 
0.064, 0.031, -0.021, 
0.016, 0.021, -0.030, 
-0.003, -0.003, -0.034, 
-0.004, -0.010, -0.035, 
-0.022, 0.021, -0.005, 
-0.015, 0.030, 0.054, 
-0.010, 0.009, 0.076, 
0.001, 0.035, 0.046, 
0.023, 0.039, 0.010, 
0.018, 0.031, -0.026, 
0.025, 0.031, -0.055, 
-0.007, 0.032, -0.050, 
-0.060, 0.025, -0.062, 
-0.096, 0.020, -0.056, 
-0.134, 0.028, -0.025, 
-0.099, 0.030, 0.047, 
-0.015, 0.032, 0.088, 
0.022, 0.026, 0.080, 
0.089, 0.016, 0.083, 
0.129, 0.010, 0.076, 
0.081, 0.008, 0.014, 
0.046, 0.002, 0.001, 
0.025, 0.004, 0.034, 
0.014, -0.002, 0.022, 
0.019, 0.013, 0.006, 
0.005, 0.026, 0.000, 
-0.016, 0.032, -0.002, 
-0.057, 0.027, -0.014, 
-0.076, 0.045, -0.012, 
-0.057, 0.034, -0.007, 
-0.042, 0.033, -0.020, 
-0.019, 0.035, -0.035, 
-0.014, 0.038, -0.018, 
-0.032, 0.033, -0.017, 
-0.015, 0.038, 0.010, 
0.003, 0.034, 0.047, 
0.041, 0.018, 0.063, 
0.071, 0.019, 0.054, 
0.076, 0.015, 0.039, 
0.043, 0.007, 0.000, 
0.018, 0.011, -0.008, 
-0.004, 0.017, -0.001, 
-0.012, 0.013, -0.002, 
-0.022, 0.032, -0.009, 
-0.032, 0.051, -0.006, 
-0.060, 0.053, 0.002, 
-0.076, 0.033, 0.004, 
-0.080, 0.037, -0.002, 
-0.057, 0.038, -0.006, 
-0.025, 0.023, -0.002, 

Now parsing gyro.
MP4 Payload time 1.001 to 2.002 seconds
0.009, 0.003, 0.026, 
0.035, 0.007, 0.034, 
0.054, 0.006, 0.040, 
0.057, -0.001, 0.055, 
0.061, 0.018, 0.040, 
0.066, 0.025, 0.033, 
0.050, 0.018, 0.024, 
0.023, 0.021, -0.009, 
-0.019, 0.033, -0.028, 
-0.042, 0.032, -0.019, 
-0.058, 0.030, -0.005, 
-0.048, 0.034, 0.011, 
-0.045, 0.049, 0.017, 
-0.030, 0.050, -0.015, 
-0.027, 0.037, -0.015, 
-0.027, 0.037, -0.019, 
-0.026, 0.025, -0.031, 
-0.028, 0.018, -0.034, 
-0.033, 0.006, 0.014, 
-0.026, 0.006, 0.050, 
0.002, -0.005, 0.069, 
0.059, 0.004, 0.080, 
0.092, 0.015, 0.088, 
0.112, 0.023, 0.072, 
0.103, 0.026, 0.036, 
0.062, 0.026, -0.002, 
0.014, 0.026, -0.026, 
-0.002, 0.013, -0.050, 
-0.014, 0.025, -0.051, 
-0.061, 0.030, -0.045, 
-0.088, 0.026, -0.007, 
-0.095, 0.027, 0.040, 
-0.068, 0.038, 0.067, 
-0.051, 0.040, 0.024, 
-0.021, 0.039, -0.015, 
0.023, 0.033, -0.002, 
0.031, 0.026, -0.011, 
0.013, 0.015, -0.025, 
-0.009, 0.017, 0.015, 
-0.018, 0.013, 0.061, 
0.013, 0.018, 0.059, 
0.039, 0.034, 0.056, 
0.078, 0.034, 0.062, 
0.072, 0.028, 0.043, 
0.061, 0.013, 0.006, 
0.012, 0.013, -0.013, 
-0.031, 0.016, -0.052, 
-0.059, 0.019, -0.058, 
-0.076, 0.030, -0.042, 
-0.081, 0.022, -0.010, 
-0.081, 0.032, 0.017, 
-0.039, 0.038, 0.052, 
-0.010, 0.056, 0.040, 
0.023, 0.062, 0.018, 
0.046, 0.048, 0.009, 
0.060, 0.015, 0.010, 
0.032, -0.011, -0.006, 
0.014, -0.015, 0.008, 
-0.010, -0.001, 0.007, 
-0.017, 0.017, 0.000, 
-0.016, 0.017, 0.023, 
-0.006, 0.025, 0.039, 
0.011, 0.023, 0.034, 
0.013, 0.042, 0.021, 
0.005, 0.048, -0.006, 
-0.027, 0.060, -0.044, 
-0.056, 0.055, -0.053, 
-0.084, 0.043, -0.027, 
-0.073, 0.026, 0.007, 
-0.044, 0.006, 0.037, 
0.008, 0.020, 0.054, 
0.054, 0.018, 0.054, 
0.090, 0.028, 0.056, 
0.095, 0.019, 0.036, 
0.086, 0.002, -0.001, 
0.050, -0.000, -0.011, 
0.006, 0.010, -0.027, 
-0.031, 0.036, -0.052, 
-0.056, 0.040, -0.044, 
-0.071, 0.036, -0.023, 
-0.083, 0.032, 0.005, 
-0.066, 0.040, 0.042, 
-0.033, 0.049, 0.044, 
-0.013, 0.059, 0.015, 
0.019, 0.058, -0.001, 
0.034, 0.036, -0.021, 
0.006, 0.013, -0.036, 
-0.020, 0.001, -0.003, 
-0.036, -0.001, 0.033, 
-0.014, -0.001, 0.055, 
0.012, 0.007, 0.059, 
0.059, 0.028, 0.068, 
0.082, 0.022, 0.064, 
0.086, 0.023, 0.046, 
0.079, 0.030, 0.011, 
0.030, 0.041, -0.039, 
-0.023, 0.053, -0.082, 
-0.040, 0.055, -0.074, 
-0.063, 0.032, -0.064, 
-0.104, 0.028, -0.040, 
-0.107, 0.013, 0.019, 
-0.061, 0.037, 0.085, 
-0.033, 0.033, 0.069, 
0.005, 0.043, 0.020, 
0.052, 0.031, 0.015, 
0.075, 0.002, 0.011, 
0.027, -0.008, -0.030, 
0.015, 0.010, -0.002, 
-0.009, 0.021, 0.037, 
-0.001, 0.021, 0.019, 
0.017, 0.039, 0.013, 
0.025, 0.035, 0.047, 
0.017, 0.037, 0.029, 
0.021, 0.034, 0.006, 
-0.009, 0.047, -0.014, 
-0.022, 0.026, -0.058, 
-0.049, 0.012, -0.064, 
-0.084, 0.011, -0.043, 
-0.091, 0.007, -0.030, 
-0.093, 0.016, -0.006, 
-0.064, 0.034, 0.019, 
-0.018, 0.041, 0.026, 
0.035, 0.037, 0.031, 
0.074, 0.048, 0.047, 
0.071, 0.032, 0.032, 
0.064, 0.016, 0.029, 
0.049, 0.017, 0.050, 
0.037, 0.022, 0.055, 
0.032, 0.017, 0.024, 
0.033, 0.016, 0.015, 
0.030, 0.011, 0.011, 
0.009, 0.019, -0.006, 
-0.016, 0.027, -0.030, 
-0.040, 0.036, -0.047, 
-0.066, 0.028, -0.056, 
-0.082, 0.027, -0.057, 
-0.087, 0.026, -0.036, 
-0.074, 0.028, -0.018, 
-0.043, 0.035, -0.019, 
-0.004, 0.048, -0.009, 
0.024, 0.044, 0.009, 
0.063, 0.041, 0.044, 
0.062, 0.029, 0.055, 
0.075, 0.009, 0.049, 
0.038, -0.011, 0.019, 
0.014, 0.014, -0.005, 
-0.005, 0.011, 0.004, 
-0.024, 0.008, 0.015, 
-0.010, 0.021, 0.006, 
-0.012, 0.025, 0.008, 
-0.003, 0.021, 0.002, 
-0.021, 0.035, -0.018, 
-0.026, 0.051, -0.020, 
-0.042, 0.046, -0.018, 
-0.046, 0.041, -0.024, 
-0.061, 0.043, -0.032, 
-0.065, 0.033, -0.019, 
-0.039, 0.028, -0.010, 
0.004, 0.015, 0.023, 
0.062, 0.027, 0.056, 
0.092, 0.015, 0.065, 
0.112, 0.007, 0.060, 
0.106, 0.009, 0.032, 
0.073, 0.013, -0.002, 
0.044, 0.021, -0.021, 
0.011, 0.027, -0.052, 
-0.016, 0.040, -0.074, 
-0.063, 0.032, -0.075, 
-0.096, 0.043, -0.061, 
-0.115, 0.037, -0.021, 
-0.062, 0.051, 0.018, 
0.004, 0.039, 0.032, 
0.048, 0.046, 0.036, 
0.085, 0.029, 0.035, 
0.073, 0.013, 0.017, 
0.027, 0.017, -0.001, 
-0.011, 0.007, -0.005, 
-0.040, 0.009, -0.001, 
-0.037, -0.009, 0.027, 
0.005, -0.005, 0.068, 
0.037, 0.022, 0.066, 
0.083, 0.033, 0.048, 
0.098, 0.040, 0.033, 
0.078, 0.043, 0.000, 
0.059, 0.040, -0.036, 
0.022, 0.018, -0.053, 
-0.009, 0.029, -0.083, 
-0.062, 0.044, -0.105, 
-0.108, 0.047, -0.076, 
-0.129, 0.035, -0.036, 
-0.085, 0.029, 0.011, 
-0.022, 0.010, 0.020, 
0.038, 0.018, 0.027, 
0.100, 0.017, 0.047, 
0.116, 0.037, 0.060, 
0.087, 0.032, 0.028, 
0.039, 0.022, -0.006, 
-0.012, 0.003, -0.020, 
-0.048, 0.013, -0.051, 
-0.058, 0.039, -0.032, 
-0.049, 0.031, 0.031, 
-0.030, 0.026, 0.057, 
-0.002, 0.013, 0.045, 
0.026, 0.022, 0.028, 
0.052, 0.032, 0.017, 
0.050, 0.044, -0.004, 
0.021, 0.039, -0.024, 
-0.015, 0.034, -0.029, 
-0.048, 0.023, -0.054, 
-0.081, 0.025, -0.055, 
-0.101, 0.036, -0.016, 
-0.050, 0.029, 0.059, 
0.031, 0.032, 0.088, 
0.102, 0.036, 0.071, 
0.143, 0.029, 0.056, 
0.120, 0.019, 0.008, 
0.070, 0.016, -0.042, 
0.028, 0.021, -0.042, 
0.008, 0.020, -0.061, 
-0.020, 0.027, -0.097, 
-0.063, 0.035, -0.099, 
-0.110, 0.048, -0.061, 
-0.136, 0.043, 0.003, 
-0.079, 0.042, 0.070, 
-0.014, 0.043, 0.066, 
0.048, 0.052, 0.048, 
0.112, 0.034, 0.062, 
0.081, 0.027, 0.019, 
0.023, 0.023, -0.048, 
-0.016, 0.009, -0.032, 
-0.057, 0.006, -0.019, 
-0.049, 0.015, -0.025, 
-0.023, 0.012, 0.023, 
-0.020, 0.007, 0.063, 
0.029, 0.013, 0.054, 
0.070, 0.047, 0.050, 
0.084, 0.039, 0.038, 
0.078, 0.040, -0.021, 
0.030, 0.032, -0.056, 
-0.007, 0.030, -0.063, 
-0.033, 0.021, -0.074, 
-0.092, 0.031, -0.080, 
-0.100, 0.034, -0.030, 
-0.075, 0.021, 0.036, 
-0.026, 0.026, 0.052, 
0.036, 0.021, 0.026, 
0.068, 0.024, 0.022, 
0.086, 0.013, 0.015, 
0.061, 0.034, -0.006, 
0.019, 0.037, -0.005, 
-0.031, 0.030, -0.022, 
-0.060, 0.027, -0.044, 
-0.069, 0.039, -0.028, 
-0.052, 0.025, 0.046, 
-0.009, 0.024, 0.077, 
0.057, 0.037, 0.074, 
0.083, 0.050, 0.039, 
0.079, 0.032, 0.000, 
0.051, 0.013, -0.041, 
-0.010, 0.005, -0.051, 
-0.043, 0.015, -0.050, 
-0.067, 0.019, -0.059, 
-0.097, 0.031, -0.041, 
-0.089, 0.021, 0.008, 
-0.053, 0.027, 0.057, 
0.006, 0.028, 0.065, 
0.072, 0.040, 0.050, 
0.117, 0.042, 0.036, 
0.101, 0.049, 0.010, 
0.054, 0.040, -0.032, 
-0.013, 0.023, -0.045, 
-0.042, 0.000, -0.048, 
-0.067, 0.005, -0.056, 
-0.076, 0.029, -0.013, 
-0.040, 0.015, 0.062, 
-0.010, 0.040, 0.072, 
0.060, 0.034, 0.046, 
0.070, 0.038, 0.017, 
0.064, 0.032, -0.022, 
0.034, 0.042, -0.054, 
-0.018, 0.031, -0.036, 
-0.054, 0.035, -0.031, 
-0.083, 0.033, -0.042, 
-0.098, 0.025, -0.013, 
-0.063, 0.023, 0.046, 
-0.010, 0.035, 0.077, 
0.065, 0.039, 0.062, 
0.097, 0.028, 0.056, 
0.105, 0.014, 0.029, 
0.074, -0.005, -0.015, 
0.018, 0.010, -0.018, 
-0.011, 0.014, -0.017, 
-0.022, 0.024, -0.019, 
-0.027, 0.019, -0.015, 
-0.035, 0.032, 0.003, 
-0.046, 0.038, 0.008, 
-0.045, 0.046, 0.015, 
-0.031, 0.065, 0.007, 
-0.003, 0.053, -0.008, 
0.007, 0.048, -0.038, 
0.015, 0.032, -0.028, 
-0.017, 0.025, -0.017, 
-0.041, 0.014, -0.022, 
-0.050, 0.014, 0.007, 
-0.031, 0.026, 0.034, 
0.023, 0.037, 0.033, 
0.048, 0.030, 0.046, 
0.066, 0.036, 0.044, 
0.053, 0.056, 0.006, 
0.025, 0.043, -0.015, 
-0.009, 0.016, -0.009, 
-0.020, 0.012, -0.015, 
-0.038, -0.011, -0.012, 
-0.037, -0.018, 0.005, 
-0.052, -0.002, 0.023, 
-0.025, 0.034, 0.039, 
-0.008, 0.062, 0.035, 
0.028, 0.072, 0.015, 
0.028, 0.060, -0.028, 
0.023, 0.055, -0.042, 
-0.030, 0.067, -0.037, 
-0.051, 0.066, -0.017, 
-0.034, 0.059, 0.040, 
-0.001, 0.025, 0.074, 
0.054, -0.018, 0.059, 
0.079, -0.052, 0.041, 
0.092, -0.028, 0.020, 
0.071, 0.010, -0.018, 
0.023, 0.038, -0.026, 
0.007, 0.052, -0.014, 
-0.002, 0.066, -0.046, 
-0.031, 0.062, -0.084, 
-0.095, 0.051, -0.085, 
-0.153, 0.080, -0.052, 
-0.149, 0.092, 0.041, 
-0.079, 0.075, 0.090, 
-0.023, 0.046, 0.058, 
0.053, 0.019, 0.058, 
0.116, 0.004, 0.083, 
0.096, 0.004, 0.045, 
0.061, 0.021, 0.004, 
0.040, 0.016, 0.030, 
0.005, 0.004, -0.001, 
-0.001, 0.003, -0.040, 
-0.032, 0.017, -0.031, 
-0.047, 0.034, 0.011, 
-0.048, 0.037, 0.056, 
0.007, 0.045, 0.088, 
0.058, 0.046, 0.078, 
0.080, 0.055, 0.021, 
0.051, 0.062, -0.052, 
-0.003, 0.068, -0.082, 
-0.048, 0.064, -0.075, 
-0.060, 0.053, -0.056, 
-0.099, 0.033, -0.048, 
-0.095, 0.036, -0.018, 
-0.072, 0.047, 0.043, 
-0.056, 0.041, 0.060, 
-0.006, 0.032, 0.052, 
0.053, 0.026, 0.066, 
0.136, 0.007, 0.091, 
0.136, 0.019, 0.051, 
0.086, 0.040, -0.004, 
0.034, 0.042, -0.011, 
-0.015, 0.043, -0.042, 
-0.048, 0.041, -0.082, 
-0.063, 0.040, -0.052, 
-0.061, 0.035, 0.034, 
-0.053, 0.045, 0.073, 
-0.047, 0.059, 0.062, 
-0.012, 0.064, 0.058, 
0.016, 0.035, 0.040, 
0.075, 0.036, 0.015, 
0.077, 0.036, -0.005, 
0.027, 0.025, -0.028, 
-0.016, 0.032, -0.016, 
-0.060, 0.047, -0.026, 
-0.083, 0.042, -0.036, 
-0.065, 0.044, 0.014, 
-0.013, 0.041, 0.076, 
0.027, 0.051, 0.075, 
0.070, 0.048, 0.071, 
0.073, 0.032, 0.034, 
0.066, 0.016, -0.015, 
0.045, 0.022, -0.034, 
0.014, 0.039, -0.007, 
-0.006, 0.050, -0.008, 
-0.030, 0.063, -0.043, 
-0.071, 0.071, -0.065, 
-0.112, 0.064, -0.047, 
-0.144, 0.057, 0.001, 
-0.083, 0.067, 0.063, 
-0.052, 0.064, 0.069, 
0.004, 0.056, 0.036, 
0.059, 0.028, 0.050, 
0.070, 0.007, 0.037, 
0.043, -0.010, -0.001, 
0.034, 0.002, 0.042, 
0.021, 0.015, 0.054, 

Now parsing gyro.
MP4 Payload time 2.002 to 3.003 seconds
0.021, 0.042, 0.015, 
0.013, 0.055, -0.001, 
-0.015, 0.063, 0.004, 
-0.038, 0.060, -0.007, 
-0.062, 0.068, 0.000, 
-0.040, 0.083, 0.032, 
0.000, 0.067, 0.044, 
0.027, 0.063, 0.023, 
0.036, 0.023, 0.002, 
0.014, -0.010, -0.027, 
-0.007, -0.027, -0.039, 
-0.025, 0.001, -0.015, 
-0.031, 0.036, 0.002, 
-0.043, 0.065, 0.002, 
-0.047, 0.078, -0.010, 
-0.044, 0.069, 0.003, 
-0.052, 0.081, -0.010, 
-0.016, 0.089, 0.007, 
0.002, 0.088, 0.042, 
0.051, 0.059, 0.075, 
0.064, 0.040, 0.067, 
0.078, 0.010, 0.046, 
0.062, -0.002, 0.019, 
0.008, 0.003, -0.002, 
-0.004, 0.021, -0.006, 
-0.032, 0.031, -0.005, 
-0.046, 0.033, -0.014, 
-0.075, 0.030, -0.027, 
-0.096, 0.033, -0.021, 
-0.099, 0.058, 0.005, 
-0.064, 0.090, 0.023, 
0.007, 0.088, 0.045, 
0.070, 0.065, 0.076, 
0.099, 0.052, 0.058, 
0.099, 0.032, 0.038, 
0.071, 0.021, 0.019, 
0.033, 0.014, 0.017, 
0.014, 0.026, 0.004, 
